John Johannson,1961-01-01T00:00:00+02:00,1961-10-18,male,{Minnesota|Rochester Minnesota|United States}
Moe Mantha Jr.,1961-01-01T00:00:00+02:00,1961-01-21,,{Ohio|Lakewood Ohio|United States}
Bob Mason,1961-01-01T00:00:00+02:00,1961-04-22,male,{Minnesota|International Falls Minnesota|United States}
Chris Pryor,1961-01-01T00:00:00+02:00,1961-01-23,male,{Minnesota|Saint Paul Minnesota|United States}
Scott Bjugstad,1961-01-01T00:00:00+02:00,1961-06-02,male,{Minnesota|Saint Paul Minnesota|United States}
Craig Ludwig,1961-01-01T00:00:00+02:00,1961-03-15,male,{Wisconsin|Rhinelander Wisconsin|United States}
Dale Dunbar,1961-01-01T00:00:00+02:00,1961-10-14,,{Winthrop Massachusetts|Massachusetts|United States}
Ken Leiter,1961-01-01T00:00:00+02:00,1961-04-19,,{Detroit|Michigan|United States}
Todd Bjorkstrand,1962-01-01T00:00:00+02:00,1962-10-14,male,{Minnesota|Minneapolis|United States}
Tom Fergus,1962-01-01T00:00:00+02:00,1962-06-16,,{Chicago|Illinois|United States}
Tom Kurvers,1962-01-01T00:00:00+02:00,1962-09-14,male,{Minnesota|Minneapolis|United States}
Tony Curtale,1962-01-01T00:00:00+02:00,1962-01-29,male,{Detroit|Michigan|United States}
Ray Shero,1962-01-01T00:00:00+02:00,1962-07-28,male,{Minnesota|Saint Paul Minnesota|United States}
Phil Bourque,1962-01-01T00:00:00+02:00,1962-06-08,male,{Chelmsford Massachusetts|Massachusetts|United States}
Rik Wilson,1962-01-01T00:00:00+02:00,1962-06-17,,{California|Long Beach California|United States}
Brian Mullen,1962-01-01T00:00:00+02:00,1962-03-16,,{New York City|United States|New York}
Jim Johnson (ice hockey born 1962),1962-01-01T00:00:00+02:00,1962-08-09,,{Minnesota|New Hope Minnesota|United States}
Chris Chelios,1962-01-01T00:00:00+02:00,1962-01-25,male,{Chicago|Illinois|United States men's national ice hockey team|United States}
Chris Dahlquist,1962-01-01T00:00:00+02:00,1962-12-14,,{Minnesota|Fridley Minnesota|United States}
Jon Casey,1962-01-01T00:00:00+02:00,1962-03-29,male,{Minnesota|Grand Rapids Minnesota|United States}
Paul Guay,1963-01-01T00:00:00+02:00,1963-09-02,male,{Rhode Island|Providence Rhode Island|United States}
Mike Donnelly,1963-01-01T00:00:00+02:00,1963-10-10,male,{Michigan|Livonia Michigan|United States}
Mike Lalor,1963-01-01T00:00:00+02:00,1963-03-08,male,{Buffalo New York|United States|New York}
Shawn Cronin,1963-01-01T00:00:00+02:00,1963-08-20,,{Illinois|Michigan|Flushing Michigan|Joliet Illinois|United States}
