"","name","birthYear","birthDate","gender","birthplace","dates"
"430","Jacques Laperrière","1941-01-01T00:00:00+02:00","1941-11-22","male","{Rouyn-Noranda|Canada|Quebec}",1941-11-22
"431","Lowell MacDonald","1941-01-01T00:00:00+02:00","1941-08-30","male","{Nova Scotia|New Glasgow Nova Scotia|Canada}",1941-08-30
"432","Paul Andrea","1941-01-01T00:00:00+02:00","1941-07-31","male","{Nova Scotia|Canada|North Sydney Nova Scotia}",1941-07-31
"433","Dennis Kassian","1941-01-01T00:00:00+02:00","1941-07-14","male","{Alberta|Vegreville|Canada}",1941-07-14
"434","Doug Senior","1941-01-01T00:00:00+02:00","1941-01-04","","{Ontario|Canada|Kingston Ontario}",1941-01-04
"435","Rod Gilbert","1941-01-01T00:00:00+02:00","1941-07-01","male","{Canada|Montreal|Quebec}",1941-07-01
"436","Mike McMahon Jr.","1941-01-01T00:00:00+02:00","1941-08-30","male","{Quebec City|Canada|Quebec}",1941-08-30
"437","Simon Nolet","1941-01-01T00:00:00+02:00","1941-11-23","male","{Canada|Saint-Odilon-de-Cranbourne Quebec|Quebec}",1941-11-23
"438","Harrison Gray","1941-01-01T00:00:00+02:00","1941-09-05","","{Alberta|Canada|Calgary}",1941-09-05
"439","Larry Hale","1941-01-01T00:00:00+02:00","1941-10-09","","{British Columbia|Canada|Summerland British Columbia}",1941-10-09
"440","Marc Dufour","1941-01-01T00:00:00+02:00","1941-09-11","male","{Trois-Rivières|Canada|Quebec}",1941-09-11
"441","Marshall Johnston","1941-01-01T00:00:00+02:00","1941-06-06","male","{Saskatchewan|Birch Hills|Canada}",1941-06-06
"442","Barclay Plager","1941-01-01T00:00:00+02:00","1941-03-26","","{Ontario|Kirkland Lake|Canada}",1941-03-26
"443","Ray Cullen","1941-01-01T00:00:00+02:00","1941-09-20","male","{Ontario|Canada|St. Catharines}",1941-09-20
"444","Ray LaRose","1941-01-01T00:00:00+02:00","1941-11-20","","{Canada|Quebec|Waterloo Quebec}",1941-11-20
"445","Dave Dryden","1941-01-01T00:00:00+02:00","1941-09-05","","{Hamilton Ontario|Ontario|Canada}",1941-09-05
"446","Bob Cunningham (ice hockey)","1941-01-01T00:00:00+02:00","1941-02-26","male","{Ontario|Welland|Canada}",1941-02-26
"447","Bob Dillabough","1941-01-01T00:00:00+02:00","1941-04-24","male","{Ontario|Belleville Ontario|Canada}",1941-04-24
"448","Bob Leiter","1941-01-01T00:00:00+02:00","1941-03-22","","{Manitoba|Winnipeg|Canada}",1941-03-22
"449","Bob McCammon","1941-01-01T00:00:00+02:00","1941-04-14","male","{Ontario|Kenora|Canada}",1941-04-14
"450","Bob Woytowich","1941-01-01T00:00:00+02:00","1941-08-18","male","{Manitoba|Winnipeg|Canada}",1941-08-18
"451","Brian Conacher","1941-01-01T00:00:00+02:00","1941-08-31","male","{Ontario|Toronto|Canada}",1941-08-31
"452","Bruce MacGregor","1941-01-01T00:00:00+02:00","1941-04-26","male","{Alberta|Edmonton|Canada}",1941-04-26
"453","Jim Neilson","1941-01-01T00:00:00+02:00","1941-11-28","male","{Saskatchewan|Canada|Big River Saskatchewan}",1941-11-28
"454","Andre Gill (ice hockey)","1941-01-01T00:00:00+02:00","1941-09-19","male","{Sorel-Tracy|Canada|Quebec}",1941-09-19
"455","Lou Nanne","1941-01-01T00:00:00+02:00","1941-06-02","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1941-06-02
"456","Norm Beaudin","1941-01-01T00:00:00+02:00","1941-11-28","male","{Saskatchewan|Canada|Montmartre Saskatchewan}",1941-11-28
"457","Claude Cardin","1941-01-01T00:00:00+02:00","1941-02-17","","{Sorel-Tracy|Canada|Quebec}",1941-02-17
"458","Dallas Smith","1941-01-01T00:00:00+02:00","1941-10-10","","{Manitoba|Canada|Hamiota Manitoba}",1941-10-10
"459","Jack Norris","1942-01-01T00:00:00+02:00","1942-08-05","male","{Saskatchewan|Canada|Delisle Saskatchewan}",1942-08-05
"460","Garry Peters","1942-01-01T00:00:00+02:00","1942-10-09","male","{Saskatchewan|Regina Saskatchewan|Canada}",1942-10-09
"461","Gary Jarrett","1942-01-01T00:00:00+02:00","1942-09-03","male","{Ontario|Toronto|Canada}",1942-09-03
"462","Roger Bourbonnais","1942-01-01T00:00:00+02:00","1942-10-26","male","{Alberta|Edmonton|Canada}",1942-10-26
"463","Roger Crozier","1942-01-01T00:00:00+02:00","1942-03-16","","{Ontario|Bracebridge Ontario|Canada}",1942-03-16
"464","Ron Harris (ice hockey)","1942-01-01T00:00:00+02:00","1942-06-30","male","{Verdun Quebec|Canada|Quebec}",1942-06-30
"465","Serge Aubry","1942-01-01T00:00:00+02:00","1942-01-02","male","{Canada|Montreal|Quebec}",1942-01-02
"466","Larry Mavety","1942-01-01T00:00:00+02:00","1942-05-29","","{Ontario|Canada|Woodstock Ontario}",1942-05-29
"467","Earl Heiskala","1942-01-01T00:00:00+02:00","1942-11-30","male","{Ontario|Kirkland Lake|Canada}",1942-11-30
"468","Pat Donnelly (ice hockey born 1942)","1942-01-01T00:00:00+02:00","1942-09-28","","{Saskatchewan|Canada|Kincaid Saskatchewan}",1942-09-28
"469","Ralph MacSweyn","1942-01-01T00:00:00+02:00","1942-09-08","male","{Ontario|Canada|Hawkesbury Ontario}",1942-09-08
"470","Phil Esposito","1942-01-01T00:00:00+02:00","1942-02-20","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1942-02-20
"471","George Gardner (ice hockey)","1942-01-01T00:00:00+02:00","1942-10-08","male","{Lachine Quebec|Canada|Quebec}",1942-10-08
"472","George Swarbrick","1942-01-01T00:00:00+02:00","1942-02-16","male","{Saskatchewan|Moose Jaw|Canada}",1942-02-16
"473","Bob Champoux","1942-01-01T00:00:00+02:00","1942-12-02","male","{Nova Scotia|Truro Nova Scotia|Canada}",1942-12-02
"474","Bob Wall (ice hockey)","1942-01-01T00:00:00+02:00","1942-12-01","","{Ontario|Canada|Richmond Hill Ontario}",1942-12-01
"475","Bryan Murray (ice hockey)","1942-01-01T00:00:00+02:00","1942-12-05","male","{Canada|Quebec|Shawville Quebec}",1942-12-05
"476","Bryan Watson (ice hockey)","1942-01-01T00:00:00+02:00","1942-11-14","male","{Ontario|Bancroft Ontario|Canada}",1942-11-14
"477","Jean Cusson","1942-01-01T00:00:00+02:00","1942-10-05","male","{Verdun Quebec|Canada|Quebec}",1942-10-05
"478","Jim Johnson (ice hockey born 1942)","1942-01-01T00:00:00+02:00","1942-11-07","male","{Manitoba|Winnipeg|Canada}",1942-11-07
"479","Howie Menard","1942-01-01T00:00:00+02:00","1942-04-28","male","{Ontario|Canada|Timmins}",1942-04-28
"480","Claude Larose (ice hockey born 1942)","1942-01-01T00:00:00+02:00","1942-03-02","male","{Ontario|Canada|Hearst Ontario}",1942-03-02
"481","Wayne Maxner","1942-01-01T00:00:00+02:00","1942-09-27","male","{Nova Scotia|Canada|Halifax (former city)}",1942-09-27
"482","Wayne Rivers","1942-01-01T00:00:00+02:00","1942-02-01","male","{Hamilton Ontario|Ontario|Canada}",1942-02-01
"483","Jacques Lemieux","1943-01-01T00:00:00+02:00","1943-04-08","","{Canada|Matane|Quebec}",1943-04-08
"484","Yvan Cournoyer","1943-01-01T00:00:00+02:00","1943-11-22","male","{Drummondville|Canada|Quebec}",1943-11-22
"485","Gary Dornhoefer","1943-01-01T00:00:00+02:00","1943-02-02","male","{Ontario|Kitchener Ontario|Canada}",1943-02-02
"486","Gary Veneruzzo","1943-01-01T00:00:00+02:00","1943-06-28","male","{Ontario|Canada|Fort William Ontario}",1943-06-28
"487","Paul Henderson","1943-01-01T00:00:00+02:00","1943-01-28","male","{Ontario|Kincardine Ontario|Canada men's national ice hockey team|Canada}",1943-01-28
"488","Dennis Hextall","1943-01-01T00:00:00+02:00","1943-04-17","male","{Manitoba|Canada|Poplar_Point_Manitoba}",1943-04-17
"489","Don Awrey","1943-01-01T00:00:00+02:00","1943-07-18","male","{Ontario|Kitchener Ontario|Canada}",1943-07-18
"490","Ron Boehm","1943-01-01T00:00:00+02:00","1943-08-14","","{Saskatchewan|Saskatoon|Canada}",1943-08-14
"491","Ron Schock","1943-01-01T00:00:00+02:00","1943-12-19","male","{Ontario|Chapleau Ontario|Canada}",1943-12-19
"492","Tony Esposito","1943-01-01T00:00:00+02:00","1943-04-23","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1943-04-23
"493","Skip Krake","1943-01-01T00:00:00+02:00","1943-10-14","male","{Saskatchewan|North Battleford|Canada}",1943-10-14
"494","Harry Shaw (ice hockey)","1943-01-01T00:00:00+02:00","1943-09-19","","{Rouyn-Noranda|Canada|Quebec}",1943-09-19
"495","Larry Mickey","1943-01-01T00:00:00+02:00","1943-10-21","","{Alberta|Canada|Lacombe Alberta}",1943-10-21
"496","Jean-Claude Garneau","1943-01-01T00:00:00+02:00","1943-10-10","","{Sainte-Foy Quebec City|Canada|Quebec}",1943-10-10
"497","Joe Daley","1943-01-01T00:00:00+02:00","1943-02-20","","{Manitoba|Canada|East Kildonan Winnipeg}",1943-02-20
"498","Joe Watson (ice hockey)","1943-01-01T00:00:00+02:00","1943-07-06","male","{British Columbia|Canada|Smithers British Columbia}",1943-07-06
"499","Pat Quinn (ice hockey)","1943-01-01T00:00:00+02:00","1943-01-29","male","{Hamilton Ontario|Ontario|Canada}",1943-01-29
"500","Pit Martin","1943-01-01T00:00:00+02:00","1943-12-09","male","{Rouyn-Noranda|Canada|Quebec}",1943-12-09
"501","Terry Crisp","1943-01-01T00:00:00+02:00","1943-05-28","male","{Ontario|Parry Sound Ontario|Canada}",1943-05-28
"502","Dave Kelly (ice hockey)","1943-01-01T00:00:00+02:00","1943-07-29","","{Ontario|Toronto|Canada}",1943-07-29
"503","Glen Sather","1943-01-01T00:00:00+02:00","1943-09-02","male","{Alberta|High River|Canada}",1943-09-02
"504","Bert Marshall","1943-01-01T00:00:00+02:00","1943-11-22","","{British Columbia|Kamloops|Canada}",1943-11-22
"505","Bill Collins (ice hockey)","1943-01-01T00:00:00+02:00","1943-07-13","","{Ontario|Ottawa|Canada}",1943-07-13
"506","Bill Flett","1943-01-01T00:00:00+02:00","1943-07-21","","{Alberta|Canada|Vermilion Alberta}",1943-07-21
"507","Bill Inglis","1943-01-01T00:00:00+02:00","1943-05-11","male","{Ontario|Ottawa|Canada}",1943-05-11
"508","Bill MacMillan","1943-01-01T00:00:00+02:00","1943-03-07","","{Prince Edward Island|Canada|Charlottetown}",1943-03-07
"509","Bob Ash","1943-01-01T00:00:00+02:00","1943-09-29","male","{Manitoba|Brandon Manitoba|Canada}",1943-09-29
"510","Bob Barber (ice hockey)","1943-01-01T00:00:00+02:00","1943-08-31","","{Alberta|Canada|Fairview Alberta (town)}",1943-08-31
"511","Bob Berry (ice hockey)","1943-01-01T00:00:00+02:00","1943-11-29","male","{Canada|Montreal|Quebec}",1943-11-29
"512","Bob Plager","1943-01-01T00:00:00+02:00","1943-03-11","male","{Ontario|Kirkland Lake|Canada}",1943-03-11
"513","Brent Hughes (ice hockey born 1943)","1943-01-01T00:00:00+02:00","1943-06-17","male","{Ontario|Bowmanville|Canada}",1943-06-17
"514","Butch Paul","1943-01-01T00:00:00+02:00","1943-09-11","male","{Alberta|Canada|Rocky Mountain House}",1943-09-11
"515","Jim Murray (ice hockey)","1943-01-01T00:00:00+02:00","1943-11-25","male","{Manitoba|Virden Manitoba|Canada}",1943-11-25
"516","Jim Watson (ice hockey)","1943-01-01T00:00:00+02:00","1943-06-28","male","{Malartic Quebec|Canada|Quebec}",1943-06-28
"517","André Boudrias","1943-01-01T00:00:00+02:00","1943-09-19","male","{Canada|Montreal|Quebec}",1943-09-19
"518","Max Mestinsek","1943-01-01T00:00:00+02:00","1943-09-06","","{Alberta|Canada|Wayne Alberta}",1943-09-06
"519","Fred Stanfield","1944-01-01T00:00:00+02:00","1944-05-04","male","{Ontario|Toronto|Canada}",1944-05-04
"520","Gary Smith (ice hockey)","1944-01-01T00:00:00+02:00","1944-02-04","male","{Ontario|Ottawa|Canada}",1944-02-04
"521","Dennis Hull","1944-01-01T00:00:00+02:00","1944-11-19","male","{Ontario|Belleville Ontario|Canada}",1944-11-19
"522","Doug Jarrett","1944-01-01T00:00:00+02:00","1944-04-22","male","{Ontario|London Ontario|Canada}",1944-04-22
"523","Rod Seiling","1944-01-01T00:00:00+02:00","1944-11-14","male","{Ontario|Elmira Ontario|Canada}",1944-11-14
"524","Ron Ward","1944-01-01T00:00:00+02:00","1944-09-12","male","{Ontario|Cornwall Ontario|Canada}",1944-09-12
"525","Trevor Fahey","1944-01-01T00:00:00+02:00","1944-01-04","","{Nova Scotia|New Waterford Nova Scotia|Canada}",1944-01-04
"526","Dwight Carruthers","1944-01-01T00:00:00+02:00","1944-11-07","","{Saskatchewan|Canada|Lashburn Saskatchewan}",1944-11-07
"527","Reg Kent","1944-01-01T00:00:00+02:00","1944-10-24","","{Alberta|Willingdon Alberta|Canada}",1944-10-24
"528","René Drolet","1944-01-01T00:00:00+02:00","1944-11-13","","{Quebec City|Canada|Quebec}",1944-11-13
"529","Ted Irvine","1944-01-01T00:00:00+02:00","1944-12-08","","{Manitoba|Winnipeg|Canada}",1944-12-08
"530","Terry Ball (ice hockey)","1944-01-01T00:00:00+02:00","1944-11-29","","{Manitoba|Canada|Selkirk Manitoba}",1944-11-29
"531","Danny Johnson","1944-01-01T00:00:00+02:00","1944-10-01","male","{Manitoba|Canada|Winnipegosis Manitoba}",1944-10-01
"532","Bill Goldsworthy","1944-01-01T00:00:00+02:00","1944-08-24","","{Ontario|Waterloo Ontario|Canada}",1944-08-24
"533","Bob Lemieux","1944-01-01T00:00:00+02:00","1944-12-16","male","{Canada|Montreal|Quebec}",1944-12-16
"534","Bob Sneddon (ice hockey)","1944-01-01T00:00:00+02:00","1944-05-31","male","{Canada|Montreal|Quebec}",1944-05-31
"535","Brian Bradley (ice hockey b. 1944)","1944-01-01T00:00:00+02:00","1944-12-14","male","{Ontario|Canada|Greater Sudbury}",1944-12-14
"536","Bryan Campbell","1944-01-01T00:00:00+02:00","1944-03-27","male","{Ontario|Canada|Greater Sudbury}",1944-03-27
"537","Andy Brown (ice hockey)","1944-01-01T00:00:00+02:00","1944-02-15","male","{Hamilton Ontario|Ontario|Canada}",1944-02-15
"538","Wayne Maki","1944-01-01T00:00:00+02:00","1944-11-20","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1944-11-20
"539","Wayne Mosdell","1944-01-01T00:00:00+02:00","1944-12-04","","{Canada|Montreal|Quebec}",1944-12-04
"540","Keith Wright (ice hockey)","1944-01-01T00:00:00+02:00","1944-04-13","","{Ontario|Aurora Ontario|Canada}",1944-04-13
"541","Ken Block (ice hockey)","1944-01-01T00:00:00+02:00","1944-03-18","","{Manitoba|Steinbach Manitoba|Canada}",1944-03-18
"542","Jack Chipchase","1945-01-01T00:00:00+02:00","1945-04-05","male","{Ontario|Seaforth Ontario|Canada}",1945-04-05
"543","Jacques Lemaire","1945-01-01T00:00:00+02:00","1945-09-07","male","{LaSalle Quebec|Canada|Quebec}",1945-09-07
"544","Lyle Carter","1945-01-01T00:00:00+02:00","1945-04-29","male","{Nova Scotia|Truro Nova Scotia|Canada}",1945-04-29
"545","Geoff Powis","1945-01-01T00:00:00+02:00","1945-06-14","male","{Manitoba|Winnipeg|Canada}",1945-06-14
"546","Paul Terbenche","1945-01-01T00:00:00+02:00","1945-09-16","male","{Ontario|Port Hope Ontario|Canada}",1945-09-16
"547","Dennis Kearns","1945-01-01T00:00:00+02:00","1945-09-27","","{Ontario|Canada|Kingston Ontario}",1945-09-27
"548","Don Caley","1945-01-01T00:00:00+02:00","1945-10-09","","{Manitoba|Canada|Dauphin Manitoba}",1945-10-09
"549","Doug Favell","1945-01-01T00:00:00+02:00","1945-04-05","male","{Ontario|Canada|St. Catharines}",1945-04-05
"550","Roger Pelletier","1945-01-01T00:00:00+02:00","1945-06-22","male","{Canada|Montreal|Quebec}",1945-06-22
"551","Rogie Vachon","1945-01-01T00:00:00+02:00","1945-09-08","","{Canada|Palmarolle|Quebec}",1945-09-08
"552","Ron Anderson (ice hockey born 1945)","1945-01-01T00:00:00+02:00","1945-07-29","male","{Canada|Red Deer Alberta}",1945-07-29
"553","Ron Ellis","1945-01-01T00:00:00+02:00","1945-01-08","","{Ontario|Lindsay Ontario|Canada}",1945-01-08
"554","Ron Huston","1945-01-01T00:00:00+02:00","1945-04-08","male","{Manitoba|Manitou Manitoba|Canada}",1945-04-08
"555","Rosaire Paiement","1945-01-01T00:00:00+02:00","1945-08-12","male","{Ontario|Armstrong Ontario|Canada}",1945-08-12
"556","Mike Hyndman","1945-01-01T00:00:00+02:00","1945-12-08","male","{Quebec City|Canada|Quebec}",1945-12-08
"557","Mike Walton","1945-01-01T00:00:00+02:00","1945-01-03","male","{Ontario|Kirkland Lake|Canada}",1945-01-03
"558","Jean-Guy Lagace","1945-01-01T00:00:00+02:00","1945-02-05","male","{Canada|Quebec|Chomedey Quebec}",1945-02-05
"559","John Arbour","1945-01-01T00:00:00+02:00","1945-09-28","","{Ontario|Niagara Falls Ontario|Canada}",1945-09-28
"560","Barry Merrell","1945-01-01T00:00:00+02:00","1945-05-16","male","{Manitoba|Canada|Dauphin Manitoba}",1945-05-16
"561","Réal Lemieux","1945-01-01T00:00:00+02:00","1945-01-03","male","{Victoriaville|Canada|Quebec}",1945-01-03
"562","Al Smith (ice hockey)","1945-01-01T00:00:00+02:00","1945-11-10","male","{Ontario|Toronto|Canada}",1945-11-10
"563","Rick Foley","1945-01-01T00:00:00+02:00","1945-09-22","male","{Ontario|Niagara Falls Ontario|Canada}",1945-09-22
"564","Danny Grant","1945-01-01T00:00:00+02:00","1945-02-21","","{Fredericton|New Brunswick|Canada}",1945-02-21
"565","Danny O'Shea (ice hockey)","1945-01-01T00:00:00+02:00","1945-06-15","","{Ontario|Ajax Ontario|Canada}",1945-06-15
"566","Darryl Edestrand","1945-01-01T00:00:00+02:00","1945-11-06","","{Ontario|Canada|Strathroy-Caradoc}",1945-11-06
"567","Murray Kuntz","1945-01-01T00:00:00+02:00","1945-12-19","male","{Ontario|Ottawa|Canada}",1945-12-19
"568","Bernie Parent","1945-01-01T00:00:00+02:00","1945-04-03","","{Canada|Montreal|Quebec}",1945-04-03
"569","Bob Heaney","1945-01-01T00:00:00+02:00","1945-12-05","male","{Canada|Montreal|Quebec}",1945-12-05
"570","Bobby Schmautz","1945-01-01T00:00:00+02:00","1945-03-28","","{Saskatchewan|Saskatoon|Canada}",1945-03-28
"571","Bobby Taylor (ice hockey)","1945-01-01T00:00:00+02:00","1945-01-24","male","{Alberta|Canada|Calgary}",1945-01-24
"572","Brian McDonald (ice hockey)","1945-01-01T00:00:00+02:00","1945-03-23","male","{Ontario|Toronto|Canada}",1945-03-23
"573","Brit Selby","1945-01-01T00:00:00+02:00","1945-03-27","male","{Ontario|Canada|Kingston Ontario}",1945-03-27
"574","Jean Pronovost","1945-01-01T00:00:00+02:00","1945-12-18","male","{Canada|Shawinigan|Quebec}",1945-12-18
"575","Alton White","1945-01-01T00:00:00+02:00","1945-05-31","male","{Nova Scotia|Amherst Nova Scotia|Canada}",1945-05-31
"576","André Lacroix (ice hockey)","1945-01-01T00:00:00+02:00","1945-06-05","","{Canada|Lauzon Quebec|Quebec}",1945-06-05
"577","Fran Huck","1945-01-01T00:00:00+02:00","1945-12-04","male","{Saskatchewan|Regina Saskatchewan|Canada}",1945-12-04
"578","Frank Golembrosky","1945-01-01T00:00:00+02:00","1945-05-03","","{Alberta|Canada|Calgary}",1945-05-03
"579","Nick Libett","1945-01-01T00:00:00+02:00","1945-12-09","male","{Ontario|Canada|Stratford Ontario}",1945-12-09
"580","Norm Ferguson (ice hockey)","1945-01-01T00:00:00+02:00","1945-10-16","male","{Nova Scotia|Sydney Nova Scotia|Canada}",1945-10-16
"581","Claire Alexander","1945-01-01T00:00:00+02:00","1945-06-16","","{Ontario|Collingwood Ontario|Canada}",1945-06-16
"582","Carol Vadnais","1945-01-01T00:00:00+02:00","1945-09-25","","{Canada|Montreal|Quebec}",1945-09-25
"583","Wayne Cashman","1945-01-01T00:00:00+02:00","1945-06-24","male","{Ontario|Canada|Kingston Ontario}",1945-06-24
"584","Wayne Stephenson","1945-01-01T00:00:00+02:00","1945-01-29","male","{Ontario|Canada|Fort William Ontario}",1945-01-29
"585","Craig Cameron","1945-01-01T00:00:00+02:00","1945-07-19","male","{Alberta|Edmonton|Canada}",1945-07-19
"586","Kerry Bond","1945-01-01T00:00:00+02:00","1945-07-18","","{Ontario|Canada|Greater Sudbury}",1945-07-18
"587","J. Bob Kelly","1946-01-01T00:00:00+02:00","1946-06-06","male","{Ontario|Canada|Fort William Ontario}",1946-06-06
"588","Guy Dufour (ice hockey)","1946-01-01T00:00:00+02:00","1946-02-09","","{La Tuque Quebec|Canada|Quebec}",1946-02-09
"589","Garry Monahan","1946-01-01T00:00:00+02:00","1946-10-20","","{Ontario|Barrie|Canada}",1946-10-20
"590","Gary Doak","1946-01-01T00:00:00+02:00","1946-02-26","male","{Ontario|Canada|Goderich Ontario}",1946-02-26
"591","Gaye Cooley","1946-01-01T00:00:00+02:00","1946-07-06","male","{Ontario|Kirkland Lake|Canada}",1946-07-06
"592","Paul Shmyr","1946-01-01T00:00:00+02:00","1946-01-18","","{Saskatchewan|Canada|Cudworth Saskatchewan}",1946-01-18
"593","Peter Mahovlich","1946-01-01T00:00:00+02:00","1946-10-10","male","{Ontario|Canada|Timmins}",1946-10-10
"594","Derek Sanderson","1946-01-01T00:00:00+02:00","1946-06-14","","{Ontario|Niagara Falls Ontario|Canada}",1946-06-14
"595","Dick Proceviat","1946-01-01T00:00:00+02:00","1946-06-25","male","{Manitoba|Canada}",1946-06-25
"596","Dick Sarrazin","1946-01-01T00:00:00+02:00","1946-01-22","male","{Canada|Quebec|Saint-Gabriel-de-Brandon Quebec}",1946-01-22
"597","Don McLeod","1946-01-01T00:00:00+02:00","1946-08-24","male","{British Columbia|Canada|Trail British Columbia}",1946-08-24
"598","Doug Barrie","1946-01-01T00:00:00+02:00","1946-10-02","male","{Alberta|Edmonton|Canada}",1946-10-02
"599","Rod Zaine","1946-01-01T00:00:00+02:00","1946-05-18","male","{Ontario|Ottawa|Canada}",1946-05-18
"600","Roger Wilson (ice hockey)","1946-01-01T00:00:00+02:00","1946-09-18","male","{Ontario|Canada|Greater Sudbury}",1946-09-18
"601","Ron Barkwell","1946-01-01T00:00:00+02:00","1946-12-14","","{Saskatchewan|Moose Jaw|Canada}",1946-12-14
"602","Mike Byers","1946-01-01T00:00:00+02:00","1946-09-11","male","{Ontario|Toronto|Canada}",1946-09-11
"603","Mike Corrigan","1946-01-01T00:00:00+02:00","1946-01-11","male","{Ontario|Ottawa|Canada}",1946-01-11
"604","Serge Savard","1946-01-01T00:00:00+02:00","1946-01-22","male","{Canada|Montreal|Quebec}",1946-01-22
"605","Joe Junkin","1946-01-01T00:00:00+02:00","1946-09-08","male","{Ontario|Lindsay Ontario|Canada}",1946-09-08
"606","John Adams (ice hockey born 1946)","1946-01-01T00:00:00+02:00","1946-07-27","male","{Ontario|Port Arthur Ontario|Canada}",1946-07-27
"607","Ray McKay","1946-01-01T00:00:00+02:00","1946-08-22","male","{Alberta|Edmonton|Canada}",1946-08-22
"608","Al Hamilton","1946-01-01T00:00:00+02:00","1946-08-20","male","{Manitoba|Flin Flon|Canada}",1946-08-20
"609","Al Karlander","1946-01-01T00:00:00+02:00","1946-11-05","male","{British Columbia|Canada|Lac la Hache British Columbia}",1946-11-05
"610","Alain Beaulé","1946-01-01T00:00:00+02:00","1946-04-07","","{Canada|Quebec|Saint-Romain Quebec}",1946-04-07
"611","Robbie Irons","1946-01-01T00:00:00+02:00","1946-11-19","male","{Ontario|Toronto|Canada}",1946-11-19
"612","Robin Burns","1946-01-01T00:00:00+02:00","1946-08-27","","{Canada|Montreal|Quebec}",1946-08-27
"613","Dave Rochefort","1946-01-01T00:00:00+02:00","1946-07-22","","{Alberta|Canada|Red Deer Alberta}",1946-07-22
"614","Gerry Meehan","1946-01-01T00:00:00+02:00","1946-09-03","","{Ontario|Toronto|Canada}",1946-09-03
"615","Bill Heindl Jr.","1946-01-01T00:00:00+02:00","1946-05-13","male","{Canada men's national ice hockey team|Canada|Sherbrooke|Quebec}",1946-05-13
"616","Bill Horton (ice hockey)","1946-01-01T00:00:00+02:00","1946-09-05","","{Ontario|Lindsay Ontario|Canada}",1946-09-05
"617","Bill Lesuk","1946-01-01T00:00:00+02:00","1946-11-01","male","{Saskatchewan|Moose Jaw|Canada}",1946-11-01
"618","Bob Cook","1946-01-01T00:00:00+02:00","1946-01-06","male","{Ontario|Canada|Greater Sudbury}",1946-01-06
"619","Bob LePage","1946-01-01T00:00:00+02:00","1946-05-07","male","{Canada|Montreal|Quebec}",1946-05-07
"620","Bob Murdoch (ice hockey born 1946)","1946-01-01T00:00:00+02:00","1946-11-20","male","{Ontario|Kirkland Lake|Canada}",1946-11-20
"621","Bob Tombari","1946-01-01T00:00:00+02:00","1946-08-02","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1946-08-02
"622","Brent Imlach","1946-01-01T00:00:00+02:00","1946-11-16","male","{Quebec City|Canada|Quebec}",1946-11-16
"623","Brian Glennie","1946-01-01T00:00:00+02:00","1946-08-29","","{Ontario|Toronto|Canada}",1946-08-29
"624","Jean Perron","1946-01-01T00:00:00+02:00","1946-10-05","","{Canada|Saint-Isidore-de-Clifton Quebec|Quebec}",1946-10-05
"625","Jim Mair","1946-01-01T00:00:00+02:00","1946-05-15","male","{Ontario|Canada|Neighbourhoods in Timmins}",1946-05-15
"626","Jim McKenny","1946-01-01T00:00:00+02:00","1946-12-01","male","{Ontario|Ottawa|Canada}",1946-12-01
"627","Jim Wiste","1946-01-01T00:00:00+02:00","1946-02-18","","{Saskatchewan|Moose Jaw|Canada}",1946-02-18
"628","Fern Rivard","1946-01-01T00:00:00+02:00","1946-01-18","male","{Grand-Mère Quebec|Canada|Quebec}",1946-01-18
"629","Chris Evans (ice hockey)","1946-01-01T00:00:00+02:00","1946-09-14","male","{Ontario|Toronto|Canada}",1946-09-14
"630","Cliff Koroll","1946-01-01T00:00:00+02:00","1946-10-01","male","{Saskatchewan|Canora Saskatchewan|Canada}",1946-10-01
"631","John Voss (ice hockey)","1946-01-01T00:00:00+02:00","1946-02-21","","{Ontario|Toronto|Canada}",1946-02-21
"632","Ernie Hicke","1947-01-01T00:00:00+02:00","1947-11-07","male","{Saskatchewan|Regina Saskatchewan|Canada}",1947-11-07
"633","Tim Ecclestone","1947-01-01T00:00:00+02:00","1947-09-24","male","{Ontario|Toronto|Canada}",1947-09-24
"634","Tom Cottringer","1947-01-01T00:00:00+02:00","1947-12-28","","{Ontario|Niagara Falls Ontario|Canada}",1947-12-28
"635","Tom Martin (ice hockey b. 1947)","1947-01-01T00:00:00+02:00","1947-10-16","male","{Ontario|Toronto|Canada}",1947-10-16
"636","Fred Speck","1947-01-01T00:00:00+02:00","1947-07-22","","{Ontario|Thorold|Canada}",1947-07-22
"637","Galen Head","1947-01-01T00:00:00+02:00","1947-04-16","","{Alberta|Grande Prairie|Canada}",1947-04-16
"638","Garry Swain","1947-01-01T00:00:00+02:00","1947-09-11","male","{Ontario|Welland|Canada}",1947-09-11
"639","Garry Unger","1947-01-01T00:00:00+02:00","1947-12-07","","{Alberta|Canada|Calgary}",1947-12-07
"640","Garth Rizzuto","1947-01-01T00:00:00+02:00","1947-09-11","male","{British Columbia|Canada|Trail British Columbia}",1947-09-11
"641","Gary Edwards (ice hockey)","1947-01-01T00:00:00+02:00","1947-10-05","","{Ontario|Toronto|Canada}",1947-10-05
