Peter Forsberg,1973-01-01T00:00:00+02:00,1973-07-20,,{Sweden|Örnsköldsvik}
Tomas Holmström,1973-01-01T00:00:00+02:00,1973-01-23,male,{Sweden|Piteå}
Hans Jonsson,1973-01-01T00:00:00+02:00,1973-08-02,,{Sweden|Örnsköldsvik}
Markus Näslund,1973-01-01T00:00:00+02:00,1973-07-30,male,{Sweden|Örnsköldsvik}
Johan Hedberg,1973-01-01T00:00:00+02:00,1973-05-05,male,{Sweden|Leksand|Nacka}
Andreas Johansson (ice hockey),1973-01-01T00:00:00+02:00,1973-05-19,male,{Sweden|Hofors}
Andreas Pihl,1973-01-01T00:00:00+02:00,1973-02-25,,{Uppsala|Sweden}
Andreas Salomonsson,1973-01-01T00:00:00+02:00,1973-12-19,,{Sweden|Örnsköldsvik}
Mathias Olsson,1973-01-01T00:00:00+02:00,1973-04-23,male,{Sweden|Tingsryd}
Niclas Hävelid,1973-01-01T00:00:00+02:00,1973-04-12,male,{Stockholm|Sweden}
Clas Eriksson,1973-01-01T00:00:00+02:00,1973-02-20,male,Sweden
Jonas Esbjörs,1973-01-01T00:00:00+02:00,1973-11-01,male,{Gothenburg|Sweden}
Jonas Rönnqvist,1973-01-01T00:00:00+02:00,1973-08-22,,{Sweden|Kalix}
Jörgen Bemström,1974-01-01T00:00:00+02:00,1974-04-06,male,{Sweden|Södertälje}
Fredrik Krekula,1974-01-01T00:00:00+02:00,1974-04-08,,{Sweden|Kiruna}
Fredrik Modin,1974-01-01T00:00:00+02:00,1974-10-08,,{Sweden|Sundsvall}
Mikael Håkanson,1974-01-01T00:00:00+02:00,1974-05-31,,{Sweden|Spånga}
Tommy Westlund,1974-01-01T00:00:00+02:00,1974-12-29,,{Sweden|Fors (locality)}
Jan Huokko,1974-01-01T00:00:00+02:00,1974-06-11,male,{Sweden|Värmdö}
Peter Nordström,1974-01-01T00:00:00+02:00,1974-07-26,male,{Sweden|Munkfors}
Robert Carlsson,1974-01-01T00:00:00+02:00,1974-07-02,,{Uppsala|Sweden}
Bert Robertsson,1974-01-01T00:00:00+02:00,1974-06-30,male,{Sweden|Södertälje}
Martin Lindman,1974-01-01T00:00:00+02:00,1974-03-27,male,{Uppsala|Sweden}
Mathias Johansson (ice hockey),1974-01-01T00:00:00+02:00,1974-02-22,male,{Sweden|Oskarshamn}
Mats Lindgren,1974-01-01T00:00:00+02:00,1974-10-01,male,{Sweden|Skellefteå}
Mattias Livf,1974-01-01T00:00:00+02:00,1974-02-24,male,{Sweden|Östervåla}
Mattias Timander,1974-01-01T00:00:00+02:00,1974-04-16,male,{Sweden|Sollefteå Municipality|Sollefteå}
Christoffer Norgren,1974-01-01T00:00:00+02:00,1974-07-02,,{Sweden|Nordmaling}
Daniel Glimmenvall,1974-01-01T00:00:00+02:00,1974-09-10,male,{Sweden|Glimåkra}
Kenny Jönsson,1974-01-01T00:00:00+02:00,1974-10-06,,{Sweden|Ängelholm Municipality}
Gunilla Andersson,1975-01-01T00:00:00+02:00,1975-04-26,female,{Sweden|Skutskär}
